58.47,0,0,0,15,63.40,79.83,12.99
116.60,26,0,1,1,46.14,68.38,8.77
204.42,5,1,1,0,87.44,63.58,6.03
62.03,3,0,1,17,52.56,24.35,2.72
162.81,12,1,0,8,50.62,63.85,55.27
82.36,5,1,2,4,56.31,67.51,16.09
147.36,3,0,2,16,56.54,45.49,12.89
17.47,1,0,0,1,25.21,20.89,0.08
66.43,19,0,2,3,58.83,74.37,5.22
81.91,16,0,0,14,40.14,24.00,40.08
204.58,5,2,2,4,65.36,53.97,1.63
299.07,28,0,0,16,51.21,60.78,9.32
24.75,6,2,0,14,16.12,6.89,3.22
342.77,17,2,1,12,82.54,51.46,2.35
101.50,3,0,1,5,61.41,48.62,3.67
196.88,17,2,1,7,78.40,44.96,2.28
65.85,14,0,1,1,41.06,40.90,1.40
102.76,7,0,2,6,46.07,38.22,11.24
172.05,22,0,2,5,53.58,58.19,1.89
84.12,15,0,0,6,42.72,28.00,50.66
85.39,8,0,1,6,69.48,24.23,31.16
177.50,7,0,2,17,51.32,47.00,0.97
145.66,14,0,0,11,52.36,57.91,0.86
21.26,1,0,0,0,72.11,20.34,0.16
99.09,16,0,1,16,69.46,34.13,10.70
59.35,16,1,1,1,52.27,44.33,12.70
600.98,14,0,2,12,51.02,48.97,0.36
54.58,19,0,2,6,44.51,29.65,7.60
16.92,1,0,0,9,73.21,63.94,15.52
102.00,9,0,2,17,73.95,33.72,3.90
455.08,12,1,2,2,36.97,87.38,84.07
195.96,17,2,2,6,79.06,16.70,2.68
58.74,19,0,1,13,73.15,49.32,5.19
129.73,15,0,1,13,58.33,69.19,4.07
95.18,22,0,2,12,48.92,37.15,1.50
138.75,11,1,1,4,25.25,55.88,68.39
746.86,13,2,1,17,54.48,11.99,41.40
112.54,24,0,2,0,61.14,30.55,6.85
123.88,24,0,1,16,55.61,37.22,70.39
105.69,24,0,2,13,58.71,49.66,5.14
198.84,26,0,0,7,49.26,63.62,9.70
374.36,18,0,0,4,50.12,91.25,0.34
37.49,2,0,1,14,38.33,10.10,0.32
74.47,3,0,2,3,53.38,77.15,5.44
343.43,23,1,2,16,86.58,64.97,2.76
222.00,16,1,0,6,19.95,20.68,89.97
350.40,11,1,0,4,9.90,66.71,82.85
363.42,26,0,1,0,57.96,64.09,12.31
250.12,6,2,0,8,85.52,37.51,8.19
78.52,24,0,2,2,53.39,35.70,6.55
341.98,12,1,0,16,44.18,73.57,83.29
44.11,29,0,0,12,53.20,36.85,4.77
753.12,24,0,0,11,18.03,92.69,78.61
85.83,2,0,2,8,49.34,36.36,12.67
235.41,11,1,0,11,30.08,92.49,55.05
461.21,25,0,0,3,50.84,67.12,0.51
38.51,19,0,1,7,43.51,23.51,1.63
108.39,16,1,0,7,37.03,45.32,66.82
18.40,1,0,0,13,71.43,40.57,1.73
58.80,7,0,0,4,41.92,53.02,2.44
290.89,16,1,2,1,23.56,75.76,93.17
307.93,10,0,2,5,51.75,73.54,21.53
63.61,16,0,1,12,62.73,52.99,9.11
1181.33,7,0,0,9,52.35,97.22,0.24
571.09,12,1,2,15,39.25,96.06,84.87
160.24,10,0,2,12,48.92,50.24,38.24
37.10,29,0,1,8,53.04,29.52,6.89
277.70,14,0,0,5,53.71,51.64,1.19
88.31,5,1,0,7,54.97,41.54,7.96
85.32,10,0,2,4,41.90,39.97,1.65
51.94,22,0,0,16,64.38,29.14,3.70
571.48,7,0,1,15,52.69,96.73,0.35
32.98,22,0,0,12,45.93,31.01,1.63
1124.32,20,0,0,3,52.69,96.73,0.67
302.26,12,2,1,10,18.80,44.59,86.75
42.85,22,0,0,5,61.87,49.29,9.60
163.61,16,0,2,1,21.49,53.03,78.89
242.47,16,1,2,14,24.98,25.93,91.07
173.74,17,2,2,4,76.77,56.85,8.23
282.91,17,1,0,9,81.58,92.28,17.45
94.85,16,0,1,16,69.29,55.67,5.99
21.61,22,0,1,1,29.97,23.63,2.10
24.30,1,0,1,14,24.90,6.86,1.26
154.98,15,0,1,5,47.39,69.06,31.35
64.20,16,0,0,10,52.60,28.09,5.41
114.86,3,0,0,13,57.92,68.53,11.15
2016.64,20,0,2,15,53.17,97.41,0.41
609.35,5,2,1,15,82.42,92.61,3.84
60.92,7,0,1,11,47.63,65.96,30.33
269.49,23,1,0,13,74.48,84.40,19.41
174.84,8,0,0,10,57.35,38.17,68.42
991.57,20,0,1,15,53.43,96.67,3.89
106.43,30,2,0,6,57.40,10.51,4.12
102.30,27,0,2,14,45.18,30.70,2.28
50.09,27,0,1,12,49.71,38.18,2.86
58.69,4,1,1,2,69.04,64.21,7.22
70.27,15,0,2,6,41.90,31.99,4.61
440.87,8,0,0,13,88.45,76.36,31.65
19.30,1,0,1,13,74.57,39.09,0.13
18.69,22,0,1,4,22.53,21.95,1.15
111.50,9,0,1,5,77.05,54.94,30.70
80.67,9,0,1,7,41.30,41.88,62.95
140.49,15,0,0,2,47.50,81.05,4.51
51.78,27,0,1,8,52.16,25.15,2.04
70.84,23,1,0,1,60.11,55.17,9.63
167.49,10,0,0,5,53.39,69.33,34.64
322.82,12,2,1,14,20.08,20.61,83.35
84.56,6,1,1,2,17.59,22.93,56.35
16.89,1,0,0,0,71.71,22.02,0.99
214.14,17,2,2,14,78.82,16.52,2.52
704.29,24,0,0,4,5.48,71.44,98.46
41.79,29,0,0,12,53.05,47.60,11.62
559.62,25,0,1,5,53.05,55.59,0.63
77.75,12,1,1,17,54.27,44.74,32.49
839.54,13,2,1,15,81.81,86.83,9.11
618.21,26,0,2,12,50.16,78.84,0.19
1448.66,14,0,2,0,51.82,45.57,0.80
557.98,14,0,2,3,50.69,84.77,1.59
191.43,8,0,2,1,90.03,55.87,1.35
661.24,7,0,2,1,50.68,94.34,0.27
124.42,24,0,1,16,56.76,36.56,7.62
97.15,27,0,2,10,45.58,42.61,1.74
16.86,31,0,2,2,46.61,44.36,0.32
43.59,2,0,0,13,75.96,47.90,3.59
96.58,10,0,2,6,43.54,26.67,1.16
756.89,21,2,0,9,72.35,91.36,46.75
165.89,21,1,0,14,58.94,48.35,48.45
107.57,21,2,1,4,59.26,63.10,60.49
32.60,28,0,1,4,37.22,37.32,2.80
417.03,18,0,1,2,51.87,90.89,5.76
106.02,7,0,2,14,45.24,40.29,2.89
196.07,24,0,0,17,67.75,42.32,82.42
29.53,0,0,1,7,38.28,23.71,1.76
62.03,9,0,1,3,71.50,64.46,6.57
46.82,3,0,1,4,42.75,37.48,2.12
45.46,0,0,2,11,59.99,54.49,2.39
1111.07,12,2,1,7,4.93,43.74,97.28
311.61,11,1,1,11,17.98,71.79,86.64
119.19,8,0,0,6,83.64,27.49,15.64
333.56,26,0,0,2,50.51,78.01,3.07
94.49,27,0,2,4,44.59,80.98,41.04
91.70,27,0,0,12,51.44,47.91,1.03
817.54,12,2,2,10,7.32,45.91,96.16
233.97,16,1,0,5,65.53,92.53,55.82
321.72,12,2,1,16,76.63,57.50,26.27
740.31,13,2,1,8,60.06,11.83,37.59
48.24,29,0,2,10,42.94,27.32,3.29
94.57,9,0,0,11,72.26,64.26,2.81
1415.51,27,0,2,13,52.35,85.08,0.22
114.71,15,0,2,12,42.86,51.99,45.49
65.88,3,0,1,12,52.68,38.51,3.27
99.54,7,0,0,2,52.21,54.51,0.80
461.88,27,0,1,15,54.20,95.63,1.65
45.17,19,0,1,17,59.44,24.86,1.62
997.28,25,0,0,9,49.64,79.99,6.86
187.90,9,0,2,13,83.91,80.11,2.26
60.37,15,0,2,4,44.19,63.72,27.30
103.17,4,1,1,0,75.77,58.63,59.31
199.88,17,2,0,6,77.79,16.46,1.80
130.14,18,0,1,14,44.54,41.69,37.48
17.90,31,0,2,5,70.61,50.65,0.27
48.30,27,0,1,3,47.16,57.92,54.14
332.17,13,1,0,2,44.09,56.77,92.25
105.71,26,0,1,10,45.60,49.71,20.53
355.32,30,2,2,9,76.51,88.85,4.24
1136.35,2,0,2,15,46.31,92.08,17.63
688.61,12,2,0,5,66.15,94.64,55.42
48.20,29,0,1,9,65.14,86.02,43.45
50.37,29,0,1,16,67.90,27.66,5.89
478.92,27,0,1,9,49.99,94.63,10.90
70.16,20,0,1,6,41.76,29.87,20.07
156.07,27,0,2,2,51.97,89.10,14.01
138.08,4,1,1,9,52.53,92.51,48.14
39.70,0,0,2,1,44.53,27.92,1.53
466.72,6,2,2,16,90.76,68.99,6.65
217.19,18,0,1,1,49.83,87.03,0.68
779.38,18,0,1,0,52.69,68.88,0.46
2223.29,25,0,2,16,51.80,38.70,0.15
624.59,7,0,2,4,49.89,93.88,0.30
21.49,6,2,0,6,13.26,9.13,3.25
69.83,9,0,0,1,58.15,45.84,2.80
438.13,13,1,0,13,71.19,81.40,55.91
43.58,0,0,1,13,68.44,51.15,11.21
415.09,18,0,1,12,50.64,91.16,7.48
209.68,18,0,1,8,51.75,52.74,0.54
93.88,14,0,1,8,52.55,27.03,2.73
98.80,5,1,0,14,55.64,31.17,8.78
63.50,19,0,2,14,41.34,28.76,36.15
44.94,27,0,1,3,49.47,57.96,4.34
207.56,5,1,1,9,81.39,91.33,14.71
299.72,25,0,1,12,50.38,48.67,3.57
518.92,25,0,1,15,52.38,88.97,0.53
728.40,18,0,1,9,52.81,91.20,0.37
60.83,22,0,2,4,39.99,40.28,5.27
458.74,14,0,2,14,47.09,33.86,0.35
260.01,16,1,1,13,43.33,76.83,74.72
137.51,17,1,0,12,71.24,80.55,20.36
65.16,10,0,0,7,39.41,25.39,2.01
397.76,21,2,1,5,77.26,84.45,37.35
536.74,13,1,2,3,58.81,77.86,50.12
649.87,12,2,0,13,72.75,86.15,42.33
1285.93,7,0,0,13,52.30,97.02,4.32
100.35,12,1,0,6,45.63,49.80,42.71
48.98,22,0,0,0,64.34,28.83,6.87
236.36,21,1,2,6,73.54,69.70,36.68
367.52,23,1,2,3,76.25,92.11,29.80
272.24,13,1,1,5,53.55,65.56,77.57
313.11,25,0,1,2,51.39,45.47,0.44
102.38,7,0,2,7,47.14,56.37,5.29
92.44,9,0,0,17,69.27,31.73,11.21
101.16,5,1,1,10,57.61,45.93,9.05
65.87,2,0,2,6,40.24,18.73,2.89
41.46,2,0,1,0,76.72,25.36,3.95
339.10,28,0,2,3,50.25,93.91,0.48
151.21,12,2,1,17,71.97,33.72,26.91
22.21,1,0,1,5,71.70,36.15,0.36
52.28,9,0,1,4,55.48,45.67,2.54
74.36,16,1,1,12,70.06,46.97,7.32
104.78,3,0,2,8,48.05,35.61,25.79
182.86,7,0,0,16,56.50,47.70,1.17
31.20,22,0,0,2,53.06,30.83,1.85
451.56,17,1,0,15,40.43,91.66,64.68
20.11,6,2,0,4,13.17,24.50,3.64
212.45,16,0,0,9,70.68,91.86,10.40
87.15,27,0,1,16,60.75,31.04,3.47
1409.34,21,2,0,12,9.77,59.05,96.89
275.74,15,0,0,5,56.06,91.72,4.40
51.07,29,0,1,13,71.76,45.74,5.63
2719.04,18,0,2,15,51.68,95.04,0.07
226.47,17,1,1,15,81.72,91.31,18.90
34.05,0,0,2,4,43.54,35.12,0.83
66.92,3,0,0,3,53.11,68.16,2.94
58.72,19,0,0,2,58.38,41.29,2.44
182.32,24,0,0,10,32.57,46.83,66.23
683.05,8,0,2,5,98.02,71.73,1.31
215.70,5,1,0,16,89.10,63.69,4.91
161.04,4,1,1,14,13.20,29.07,85.51
52.95,12,1,1,6,48.99,24.91,7.96
121.33,18,0,1,7,46.23,59.22,18.30
969.04,25,0,0,0,51.80,60.17,0.51
211.93,17,2,1,10,79.65,47.77,4.01
194.66,16,1,1,6,15.48,17.42,89.05
372.78,18,0,1,3,50.98,92.19,4.68
535.41,28,0,2,5,52.33,91.80,0.89
1273.95,12,2,2,0,62.32,84.40,56.10
36.78,2,0,0,2,54.62,52.05,4.42
59.05,9,0,1,6,54.67,22.25,2.15
183.14,28,0,2,14,48.50,39.60,1.53
278.67,14,0,0,13,53.63,77.84,7.10
295.09,4,1,2,13,84.28,96.27,28.96
400.63,17,2,0,11,70.74,93.37,36.27
495.72,25,0,0,12,50.76,43.41,0.42
33.73,2,0,1,7,37.41,16.47,0.69
277.24,15,0,0,15,57.79,93.64,9.26
129.81,8,0,1,6,45.75,26.52,74.12
150.01,16,1,2,11,79.70,82.54,9.81
70.13,20,0,1,7,40.86,39.38,51.55
216.67,26,0,0,1,60.17,82.73,0.50
1281.31,7,0,2,12,51.31,87.72,1.67
95.39,13,1,1,1,64.11,55.48,9.74
130.96,15,0,1,15,59.95,87.15,3.52
134.48,9,0,1,13,73.97,74.85,33.32
29.81,2,0,0,3,51.56,59.00,1.25
213.83,20,0,2,8,54.12,71.53,0.77
65.70,10,0,0,7,36.93,33.00,48.00
675.24,26,0,2,17,50.90,81.75,3.07
236.53,13,1,0,10,37.56,36.47,89.53
156.97,13,1,0,8,85.15,38.93,3.43
1322.71,25,0,2,8,48.09,36.46,0.10
56.62,16,0,1,1,46.84,43.19,33.88
88.63,11,1,1,12,59.78,48.04,5.95
76.20,3,0,0,11,51.63,84.19,14.45
272.53,26,0,1,16,55.26,62.99,11.54
833.48,13,2,2,4,42.24,38.13,70.94
762.59,13,2,0,17,77.34,15.00,18.69
150.02,16,0,2,12,39.05,48.72,78.32
155.27,14,0,1,16,55.75,34.10,1.58
101.24,7,0,0,12,48.68,52.83,14.87
53.43,15,0,1,1,43.96,45.24,2.72
86.12,12,2,1,14,67.80,18.63,21.21
1184.29,21,2,2,16,74.48,81.16,34.06
314.65,15,0,0,16,43.01,59.79,60.18
21.27,1,0,0,14,24.19,6.71,3.14
135.30,5,1,0,17,65.95,50.82,28.90
44.55,19,0,1,10,43.28,22.88,2.22
21.17,22,0,1,8,48.29,14.44,2.14
68.26,7,0,0,10,41.51,40.67,27.32
228.64,5,2,2,7,65.39,32.28,11.00
221.39,18,0,1,17,48.93,54.13,0.32
40.66,29,0,0,14,40.00,14.63,2.79
100.19,5,1,0,10,58.94,45.32,8.40
276.54,28,0,2,12,50.78,61.52,0.74
17.67,31,0,2,4,21.78,32.18,0.19
1523.26,18,0,0,13,52.07,85.54,0.21
247.28,13,1,2,2,90.59,70.68,2.58
53.49,28,0,1,11,45.79,60.03,34.50
44.20,2,0,1,13,75.90,59.97,11.09
98.12,10,0,1,13,58.24,56.74,2.98
96.46,26,0,1,7,46.70,44.15,1.79
79.43,3,0,2,14,40.18,21.55,50.98
39.79,0,0,0,10,43.01,16.42,2.24
52.77,3,0,1,10,43.54,25.37,3.20
101.18,22,0,2,2,51.48,41.96,1.32
62.14,19,0,0,8,57.96,26.37,2.57
85.60,5,1,1,7,57.44,43.88,9.42
106.74,20,0,0,14,46.66,50.50,24.92
31.94,6,2,1,13,63.76,32.65,2.29
133.75,19,0,2,5,66.18,90.90,28.11
1576.83,18,0,2,17,50.56,82.65,4.01
60.75,29,0,2,12,52.03,43.80,3.21
693.29,27,0,0,5,53.25,96.67,9.01
18.89,31,0,2,16,71.15,36.91,0.96
2589.36,21,2,0,13,24.34,90.72,90.83
162.69,10,0,2,17,49.76,35.40,28.72
248.36,3,0,2,9,44.54,91.47,33.38
78.20,19,0,0,0,67.36,35.27,5.60
143.47,10,0,2,3,50.33,57.76,1.43
91.86,24,0,1,8,60.88,23.08,21.55
17.90,31,0,2,8,46.74,10.94,0.13
484.24,8,0,0,9,74.58,91.40,40.64
89.05,12,1,1,14,31.58,32.18,42.91
147.48,3,0,2,16,58.25,40.73,2.13
400.35,21,2,0,3,57.80,85.83,62.83
654.70,21,2,1,8,23.64,32.47,94.25
27.25,22,0,0,6,33.26,12.99,0.30
1094.23,2,0,2,9,55.44,89.50,2.61
155.06,16,1,1,9,65.69,87.86,30.78
412.39,5,2,0,2,77.08,46.77,1.03
999.45,23,1,2,9,91.45,96.54,9.52
661.00,17,2,0,13,85.82,93.22,2.66
74.98,24,0,2,17,50.92,19.98,8.91
203.69,21,1,0,7,49.80,67.34,57.92
261.40,16,0,2,5,42.10,69.01,86.95
99.16,14,0,0,10,43.15,43.07,47.43
325.39,12,2,0,2,69.76,77.94,43.85
221.16,18,0,0,14,48.83,52.64,15.02
414.75,26,0,2,14,46.27,58.52,0.27
1698.26,12,2,0,16,26.19,89.63,98.45
97.71,27,0,2,7,45.16,39.67,0.85
136.21,15,0,0,17,45.65,37.22,55.37
1994.77,20,0,0,15,52.94,96.41,1.07
40.98,0,0,1,15,68.78,69.70,5.89
259.94,5,2,1,10,65.34,33.04,13.39
995.80,14,0,2,5,52.25,57.03,0.36
165.98,13,1,0,3,85.25,87.52,6.27
51.30,19,0,2,6,48.95,25.18,2.93
367.74,8,0,2,8,95.33,45.68,4.38
220.87,13,1,2,17,88.19,47.92,23.59
46.08,29,0,2,7,41.24,41.86,4.68
74.05,14,0,1,4,31.38,57.26,58.43
138.96,20,0,0,7,54.13,74.01,1.12
2137.98,20,0,0,9,52.65,96.77,2.00
36.96,0,0,2,6,46.61,14.19,0.17
62.43,29,0,2,2,51.99,64.03,37.12
43.08,0,0,1,16,70.16,25.46,6.39
316.71,25,0,1,2,51.23,51.63,1.19
198.74,8,0,0,11,92.78,67.85,2.43
1284.84,20,0,1,5,53.47,76.77,2.85
269.84,26,0,1,5,53.98,68.52,0.96
17.15,1,0,0,6,23.35,7.87,2.35
139.44,20,0,2,10,52.97,76.28,12.36
686.80,12,2,2,8,60.72,83.45,49.04
23.94,22,0,1,6,20.35,6.64,21.04
508.94,24,0,0,1,8.34,69.88,94.20
534.29,12,2,2,4,27.99,87.79,95.32
59.81,14,0,1,14,43.26,18.03,6.11
572.28,28,0,2,9,50.64,96.04,10.56
594.37,25,0,0,2,51.05,47.25,0.15
388.38,21,2,0,2,75.06,76.98,35.28
42.24,19,0,1,12,57.81,41.55,8.89
113.95,8,0,1,14,55.25,30.70,68.58
315.30,26,0,0,8,51.11,63.42,5.82
412.63,18,0,0,7,51.08,85.07,0.22
746.18,5,2,1,9,84.38,92.76,2.29
141.31,19,0,2,0,47.74,53.09,41.47
68.14,27,0,0,6,41.98,20.83,1.66
2466.95,7,0,2,0,52.54,67.97,0.29
246.41,13,1,2,12,88.65,69.74,3.25
58.40,14,0,1,1,44.13,38.79,4.26
25.02,6,2,1,15,58.27,56.38,2.24
124.02,17,1,2,12,75.74,81.66,11.58
414.08,5,2,1,2,77.05,46.93,0.64
88.67,8,0,1,7,67.73,33.65,34.10
304.33,11,1,2,2,28.78,64.76,60.35
1528.81,18,0,0,13,51.91,79.50,2.45
966.72,13,2,2,14,44.01,10.64,65.70
35.63,0,0,1,12,54.54,26.02,1.30
394.83,13,1,0,0,68.77,52.07,77.09
84.26,9,0,2,10,62.57,35.21,2.02
18.96,1,0,0,10,25.57,10.67,0.13
279.08,30,2,1,15,75.70,85.15,1.99
118.99,8,0,0,1,83.80,50.42,2.48
157.56,14,0,0,17,51.43,30.42,1.11
372.18,6,1,2,16,70.92,83.55,59.89
42.84,2,0,0,13,77.85,44.45,1.20
131.09,5,1,1,11,72.62,81.13,16.58
20.41,1,0,1,7,22.60,11.32,4.50
1453.02,13,2,0,16,86.58,26.59,10.41
209.85,30,2,2,14,42.56,11.41,35.94
48.24,19,0,2,4,46.71,47.11,2.77
99.22,16,0,2,14,40.35,26.36,61.12
786.32,18,0,0,2,51.76,87.13,0.20
519.56,13,2,2,6,77.56,11.75,6.58
293.11,23,1,2,17,52.94,40.05,65.96
1162.73,21,2,2,5,69.46,88.89,50.06
66.30,2,0,2,7,38.50,37.64,20.03
282.75,17,1,1,9,82.22,92.97,16.30
151.88,13,1,1,6,26.18,23.86,72.73
75.65,15,0,2,7,40.61,48.40,51.09
214.49,8,0,2,1,79.92,78.88,25.59
398.19,21,1,0,15,58.95,95.31,58.66
166.19,23,1,2,17,82.48,44.63,35.14
43.21,10,0,1,7,36.42,25.88,2.97
65.31,27,0,0,4,34.97,54.66,63.24
639.80,24,0,0,4,7.31,69.75,96.39
156.45,20,0,1,2,41.68,80.04,42.40
143.49,12,1,1,13,61.20,79.82,60.30
50.05,29,0,2,14,41.13,18.34,2.58
1543.71,12,2,2,5,50.46,90.38,64.54
25.42,22,0,1,16,63.33,30.81,3.79
512.47,14,0,2,12,50.87,53.44,2.34
1132.81,27,0,0,9,50.62,96.15,6.70
97.88,28,0,1,9,56.87,92.47,2.61
79.90,20,0,1,10,37.23,47.89,60.28
125.95,18,0,1,14,46.07,40.60,1.10
67.97,16,0,1,8,62.78,26.32,5.28
56.96,19,0,0,12,56.69,39.47,4.50
356.26,8,0,2,12,95.21,51.44,3.80
119.67,9,0,2,2,70.33,62.43,12.55
30.59,2,0,1,3,52.96,44.94,0.64
25.38,22,0,1,0,57.41,40.66,46.18
143.31,10,0,0,15,55.85,73.65,1.84
252.53,26,0,1,9,54.65,93.01,0.99
27.09,22,0,0,1,33.39,28.63,1.63
2322.09,7,0,2,9,51.67,97.51,0.32
141.44,15,0,0,12,46.66,55.98,24.22
2499.63,7,0,2,13,51.90,96.86,0.26
973.92,25,0,0,0,52.19,40.78,0.41
190.99,26,0,0,6,48.30,44.90,0.89
66.29,22,0,2,6,39.10,24.04,1.77
95.17,29,0,2,0,60.02,42.87,4.96
649.32,20,0,2,4,53.48,95.34,6.71
170.10,10,0,0,13,54.93,58.08,1.56
524.87,25,0,0,8,51.06,33.83,0.22
88.12,28,0,1,5,59.02,58.48,4.83
222.20,5,1,1,16,85.39,75.40,14.66
131.23,24,0,1,0,55.68,59.53,9.93
19.02,31,0,2,9,69.39,67.68,13.95
38.03,29,0,0,1,41.03,63.77,4.22
72.22,15,0,1,3,47.10,67.48,3.15
965.27,12,2,1,1,5.75,79.43,97.48
103.81,26,0,1,6,46.37,34.39,1.11
342.43,11,1,0,0,56.96,50.71,51.19
243.69,5,1,1,2,39.86,76.02,72.57
303.85,16,1,2,12,38.57,77.51,91.20
528.42,26,0,0,5,52.43,94.64,7.21
752.15,18,0,0,11,50.73,93.49,0.20
341.06,30,2,1,13,77.31,44.77,1.53
61.93,29,0,2,17,52.13,28.95,2.64
562.84,25,0,0,12,46.99,54.02,7.10
895.29,13,2,0,6,32.72,8.78,67.94
1128.77,7,0,2,3,51.05,96.59,0.35
